created_at,text,location,retweeted,retweet_count
Sat Mar 21 01 57 02  0000 2020,University president slams student unions Chinese pneumonia statement   via  scmpnews,United States,False,0
Sat Mar 21 01 56 56  0000 2020,RT  RadioCanadaInfo  Au Qubec  le retour en classe devra probablement attendre bien au del de la date prvue du 30 mars Mais tous les l,,False,14
Sat Mar 21 01 56 33  0000 2020, Canada  COVID19  education  ,Canada,False,0
Sat Mar 21 01 55 24  0000 2020, UjuAnya  MsJaseeka  mildredboveda  royeljohnson  Ericka Weathers 5 jobs I ve had  among MANY to fund my education   ,Sydney  Australia,False,0
Sat Mar 21 01 54 58  0000 2020, UnaplgtcPrgrsv  IRaiseUFacts  SharS Aza  theshrillwitch  AltitudeChaz Canada has  Universal healthcare  including  ,Chino Hills  CA,False,0
Sat Mar 21 01 54 29  0000 2020,Au Qubec  le retour en classe devra probablement attendre bien au del de la date prvue du 30 mars Mais tous les  ,Montreal  Qc  Canada,False,14
Sat Mar 21 01 53 06  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,,False,3138
Sat Mar 21 01 51 58  0000 2020,RT  AmiraEs16927311  Mariem  Mariem83471399  Tweeted Our health is important than education   We cant go to University or study because,,False,47
Sat Mar 21 01 51 52  0000 2020,The first edition of the Olympic Value Education Programme  OVEP  for Nigerian University Athletes for Schools in t  ,Nigeria,False,0
Sat Mar 21 01 51 04  0000 2020,RT  heraldleader  The daycare is expected to serve University of Kentucky HealthCare employees and first responders   ,Bell County  KY,False,7
Sat Mar 21 01 50 42  0000 2020, katalva3 I m  as always overwhelmed by human  Governors  tenacity  and underwhelmed by our  Great  leaders  lack  ,world,False,0
Sat Mar 21 01 50 40  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Oceanside  CA,False,44
Sat Mar 21 01 50 25  0000 2020,RT  renLarson  College is expensive  Without aid  college housing and a meal plans is more expensive than ASU s in state tuition   rachell,,False,8
Sat Mar 21 01 49 58  0000 2020,RT  TundeTASH  Top 10  Sites to learn Excel for free  Sites for Free Online Education  Sites for your career  Sites to review your re,Awka  Nigeria,False,17092
Sat Mar 21 01 49 47  0000 2020,RT  rachelleingang  If you moved out of ASU s dorms because your semester went online  can you get a refund  That s an  inappropriate  ques,,False,46
Sat Mar 21 01 49 40  0000 2020,RT  LRitch27  Im honored and excited to announce my commitment to further my education and hockey career at St  Lawrence University  Thank,Chesterfield  MO,False,60
Sat Mar 21 01 46 43  0000 2020,RT  learncanola  Join Chase Duffy on his time travel adventure where he meets Mr  Slovonuk  the first pioneer to bring the rape plant to Ca,Westlock County  Alberta,False,4
Sat Mar 21 01 46 24  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,,False,3138
Sat Mar 21 01 45 52  0000 2020,RT  LRitch27  Im honored and excited to announce my commitment to further my education and hockey career at St  Lawrence University  Thank,ak mn,False,60
Sat Mar 21 01 44 40  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,London  England,False,3138
Sat Mar 21 01 43 56  0000 2020,Japan gives Rs700m grant to National Textile University for textile education  ,Pakistan,False,3
Sat Mar 21 01 42 48  0000 2020,RT  Tessa Weinberg  Updated to reflect UNT also announcing that starting Monday  students who choose to leave university housing will be gi,Texas  USA,False,5
Sat Mar 21 01 42 34  0000 2020,Education   Dongguk University  Departement of Drama Film,Seoul   Korea,False,0
Sat Mar 21 01 42 31  0000 2020,RT  ydsa asu  ASU President Michael Crow calls student requests for refunds a noise level concern  asks are you kidding me about refund,ILAZ   THEY THEM,False,24
Sat Mar 21 01 42 09  0000 2020,RT  ryangarciia  In the midst of everything going on in the world of sports and baseball  I am extremely humbled and excited to announce my,Fremont  NE,False,5
Sat Mar 21 01 42 03  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,,False,44
Sat Mar 21 01 41 04  0000 2020,RT  PittsburghPG  Pitt gives students option to forgo letter grades  ,University Park  PA,False,4
Sat Mar 21 01 40 47  0000 2020,RT  VinceKMorgan  And its a Match  Ill be continuing my medical education as an Orthopaedic Surgery resident at Rush University Medical C,Brooklyn  NY,False,41
Sat Mar 21 01 40 46  0000 2020,To all the newcomers  teachers and students  to online education  If you need support in this process send me a mes  ,State College  PA,False,0
Sat Mar 21 01 38 58  0000 2020, McFaul This coming from a professor at a university where parents pay top dollar so their kid can get an overprice  ,Milwaukee  WI,False,0
Sat Mar 21 01 38 46  0000 2020,RT  cole rhyne  Its been many ups and even more downs but through hard work  blessings from god  support from teachers and my family I am,,False,25
Sat Mar 21 01 37 13  0000 2020,RT  LRitch27  Im honored and excited to announce my commitment to further my education and hockey career at St  Lawrence University  Thank,,False,60
Sat Mar 21 01 34 50  0000 2020,RT  ac woods  An ASU student who lives in a dorm and picks the cheapest meal plan pays  5 000 a semester  minimum Here s how the universi,Phoenix  AZ,False,80
Sat Mar 21 01 34 13  0000 2020,RT  ac woods  An ASU student who lives in a dorm and picks the cheapest meal plan pays  5 000 a semester  minimum Here s how the universi,Lansing Stillwater Phoenix,False,80
Sat Mar 21 01 33 27  0000 2020,RT  CAPM R  We proudly announceDr  Andrei Krassioukovrecipient 2020Meridith Marks Award to recognize excellence in education among physi,Ottawa  Ontario,False,4
Sat Mar 21 01 33 09  0000 2020,RT  waynestate  Wayne State President M  Roy Wilson is a medical doctor and has a master s in epidemiology  How has this background affecte,,False,6
Sat Mar 21 01 32 57  0000 2020,RT  maddcanada  Reaching youth with the  drivesober message  amp  helping them develop safe driving habits is a key to ending this terrible cri,,False,3
Sat Mar 21 01 32 53  0000 2020,RT  AmiraEs16927311  Mariem  Mariem83471399  Tweeted Our health is important than education   We cant go to University or study because,,False,47
Sat Mar 21 01 32 05  0000 2020,RT  sydney mook  The states largest university will be conducting courses remotely for the rest of the semester and will not have a commen,Thompson  ND,False,5
Sat Mar 21 01 31 47  0000 2020,RT  TeachMath1618  Grades 7 12 Ontario math at home courseware from the Center for Education in Math and Computing at Waterloo University ,Toronto  Ontario,False,2
Sat Mar 21 01 31 00  0000 2020, JimRobe70184873  DigiVorr  Flattielover  HouseOfJames2  QDecoder  PhilipEMSkinne1  ShlomoIndiana  skrnyc5  ,On Planet Earth,False,0
Sat Mar 21 01 30 45  0000 2020,UAMS has a unique combination of education  research and clinical expertise that promotes and supports teamwork and  ,Little Rock  Arkansas,False,0
Sat Mar 21 01 30 29  0000 2020,RT  VinceKMorgan  And its a Match  Ill be continuing my medical education as an Orthopaedic Surgery resident at Rush University Medical C,Gainesville  GA,False,41
Sat Mar 21 01 26 38  0000 2020,Senior Policy Analyst  Education Policy  ,Canada,False,0
Sat Mar 21 01 26 29  0000 2020,RT  sydney mook  The states largest university will be conducting courses remotely for the rest of the semester and will not have a commen,,False,5
Sat Mar 21 01 26 11  0000 2020,RT  LeoTheLeopardNZ  I would like to propose an idea  DCU  Diaper Cuck University  The highest paid staff and only y the best tutors for yo,St Louis  MO,False,2
Sat Mar 21 01 25 59  0000 2020,Thank you to the everyone who helped make my time memorable  Thank you to everyone who took time to pour into me an  ,Somewhere on an airplane,False,0
Sat Mar 21 01 25 46  0000 2020,RT  heraldleader  The daycare is expected to serve University of Kentucky HealthCare employees and first responders   ,Bell County  Kentucky,False,7
Sat Mar 21 01 25 37  0000 2020,RT  dardistantimes  Columbia and Aga Khan University Launch Dual Masters in Islamic Studies and Muslim Cultures   IslamicStudies  AgaKhan  ,The Planet,False,1
Sat Mar 21 01 24 52  0000 2020,RT  VinceKMorgan  And its a Match  Ill be continuing my medical education as an Orthopaedic Surgery resident at Rush University Medical C,,False,41
Sat Mar 21 01 24 40  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,,False,3138
Sat Mar 21 01 24 04  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,,False,44
Sat Mar 21 01 23 03  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Windsor  Ontario Canada,False,44
Sat Mar 21 01 22 41  0000 2020,RT  garrett felber  Daycare now closed until April 20th with online education  My university now open through the end of the semester with,Louisiana  USA,False,3
Sat Mar 21 01 22 07  0000 2020,I cannot wait to continue my education as a  radonc resident at the University of Cincinnati   MatchDay2020  ,,False,0
Sat Mar 21 01 21 15  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Canada,False,44
Sat Mar 21 01 19 44  0000 2020,Thanks  COVID 19  for letting me have my first experience graduating Architecture and Urbanism by a distance educat  ,,False,0
Sat Mar 21 01 18 05  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,,False,3138
Sat Mar 21 01 16 11  0000 2020,RT  DrCampbellWhite   LewSOS Some of our greatest prime ministers had no university education at all  Not that Im recommending it  but if,Dunedin,False,1
Sat Mar 21 01 16 03  0000 2020,RT  DawsonLinder  Im excited to announce I will be continuing my education and baseball career at the University of Louisiana Monroe  Than,Lincoln  NE,False,45
Sat Mar 21 01 15 40  0000 2020,RT  DawsonLinder  Im excited to announce I will be continuing my education and baseball career at the University of Louisiana Monroe  Than,,False,45
Sat Mar 21 01 15 05  0000 2020,Can college students get a refund for housing and meal plans  At UA  yes  At ASU and NAU  no   AZCentral  ,Los Angeles,False,0
Sat Mar 21 01 15 00  0000 2020, LewSOS Some of our greatest prime ministers had no university education at all  Not that Im recommending it  but  ,Sydney,False,1
Sat Mar 21 01 14 19  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Burlington  Ontario,False,44
Sat Mar 21 01 14 14  0000 2020,RT  mohamme65295555  We  university students  demand the cancellation of the second term  Our health is more important than education  We c,Alexandria  Egypt,False,25
Sat Mar 21 01 12 58  0000 2020,RT  rachelleingang  If you moved out of ASU s dorms because your semester went online  can you get a refund  That s an  inappropriate  ques,Tempe  Arizona,False,46
Sat Mar 21 01 12 42  0000 2020,RT  Leonie Wall  Its pissing me off so much that the news keep taking about year 6s not properly finishing primary school and missing th,,False,12
Sat Mar 21 01 11 53  0000 2020,RT  Leonie Wall  Its pissing me off so much that the news keep taking about year 6s not properly finishing primary school and missing th,,False,12
Sat Mar 21 01 11 26  0000 2020,RT  mohamme65295555  We  university students  demand the cancellation of the second term  Our health is more important than education  We c,,False,25
Sat Mar 21 01 11 23  0000 2020,RT  airnewsalerts  UP Govt seeks a Central Grant of Rs  100 crore for Lucknow University and Kashi Vidyapeeth  Deputy Chief Minister and Ed,Delhi,False,2
Sat Mar 21 01 10 41  0000 2020,RT  OWYearbook  THANK YOU KATIE Meet senior Katie OKeefe who has been on yearbook for one year  OKeefe plans to attend Kansas State,Olathe  KS,False,1
Sat Mar 21 01 10 17  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,London  Ontario,False,44
Sat Mar 21 01 10 07  0000 2020,RT  wilberforce u  Thank you Mr  Mark Wilson and Chime Solutions for your gift to Wilberforce University  For Press Release Information htt,STL,False,24
Sat Mar 21 01 09 52  0000 2020,What an idiot  This is why I will never return to Kansas except for possibly to visit the university of Kansas  At  ,Albuquerque  NM,False,0
Sat Mar 21 01 09 27  0000 2020,RT  LRitch27  Im honored and excited to announce my commitment to further my education and hockey career at St  Lawrence University  Thank,Location  Probably Driving,False,60
Sat Mar 21 01 08 36  0000 2020,RT  ac woods  An ASU student who lives in a dorm and picks the cheapest meal plan pays  5 000 a semester  minimum Here s how the universi,Morgantown  WV,False,80
Sat Mar 21 01 07 48  0000 2020,Tucker Carlson on the coronavirus  impact on higher education   Not enough federal bailout money in the Treasury to  ,,False,0
Sat Mar 21 01 07 38  0000 2020, SriSri  narendramodi I agree V support you  amp  MODIG WHOLE HEARTEDLY But v request both of you to adopt GSNDHISM  ,,False,0
Sat Mar 21 01 06 41  0000 2020,RT  LRitch27  Im honored and excited to announce my commitment to further my education and hockey career at St  Lawrence University  Thank,,False,60
Sat Mar 21 01 06 34  0000 2020,RT  VinceKMorgan  And its a Match  Ill be continuing my medical education as an Orthopaedic Surgery resident at Rush University Medical C,United States,False,41
Sat Mar 21 01 04 35  0000 2020,Ive done it  In my last month of university Ive finally found an effective note taking method Only took me 17 y  ,Vancouver  BC,False,0
Sat Mar 21 01 03 58  0000 2020, SaturdayThought  Education  QulityEducation  Time  Passion  Inspiration  Motivation  Goals  GoalAchiever  Success  ,Ludhiana  Punjab,False,1
Sat Mar 21 01 03 32  0000 2020,RT  DawsonLinder  Im excited to announce I will be continuing my education and baseball career at the University of Louisiana Monroe  Than, Lincoln  NE  ,False,45
Sat Mar 21 01 02 16  0000 2020,RT  WesternMichU   1 4  As a result of the continuing spread of COVID 19 in the state of Michigan  Western Michigan University has decided,Michigan  US,False,26
Sat Mar 21 01 01 39  0000 2020,RT  dhgeonline  We have joined forces with  DePaulU to offer  certificate and  degree programs that are custom made and tailored to  health,Asgard,False,2
Sat Mar 21 01 01 04  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,Essex,False,3138
Sat Mar 21 01 00 49  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,,False,44
Sat Mar 21 00 58 01  0000 2020,RT  ChloeSHUdiss  This page is for my research project at Sheffield Hallam University  My research is based on people with ADHD  their educ,,False,11
Sat Mar 21 00 57 54  0000 2020,RT  mohamme65295555  We  university students  demand the cancellation of the second term  Our health is more important than education  We c,,False,25
Sat Mar 21 00 57 19  0000 2020,RT  ac woods  An ASU student who lives in a dorm and picks the cheapest meal plan pays  5 000 a semester  minimum Here s how the universi,Austin  Texas,False,80
Sat Mar 21 00 56 45  0000 2020,THANK YOU KATIE Meet senior Katie OKeefe who has been on yearbook for one year  OKeefe plans to attend Kansa  ,Olathe  KS,False,1
Sat Mar 21 00 56 32  0000 2020,RT  NormandBrodeur  Une rflexion que nous devrons aussi aborder au Qubec  feep  EduNumQc La Saskatchewan cre un comit pour rflchir ,Montral ,False,15
Sat Mar 21 00 55 18  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,canada,False,44
Sat Mar 21 00 54 54  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Canada,False,44
Sat Mar 21 00 53 54  0000 2020,RT  Jackhogan1023  Blessed to announce my commitment to continue my education and football career at McKendree University  Thank you to eve,Decatur  IL,False,17
Sat Mar 21 00 51 53  0000 2020,UP Govt seeks a Central Grant of Rs  100 crore for Lucknow University and Kashi Vidyapeeth  Deputy Chief Minister a  ,New Delhi  India,False,2
Sat Mar 21 00 51 29  0000 2020,Updated  Air Canada to evacuate Canadians from Morocco  Ontario Changes Education  OHIP in response to  COVID19   ,Milton  Ontario,False,0
Sat Mar 21 00 51 22  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Canada,False,44
Sat Mar 21 00 50 49  0000 2020, thoughtsofaphd The Psychosynthesis and Education Trust psychotherapy school  Accrediredby Middlesex University  ThePTrust,London UK,False,0
Sat Mar 21 00 50 43  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Toronto  Ontario,False,44
Sat Mar 21 00 50 30  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,Oxfordshire,False,3138
Sat Mar 21 00 50 05  0000 2020,RT  ac woods  An ASU student who lives in a dorm and picks the cheapest meal plan pays  5 000 a semester  minimum Here s how the universi,Phoenix  Arizona,False,80
Sat Mar 21 00 50 03  0000 2020,University of Arizona  Grand Canyon University cancel spring graduation ceremonies  Graduating seniors at colleges  ,Goodyear  AZ,False,0
Sat Mar 21 00 49 40  0000 2020,RT  nwi jsp  PNW will not have spring commencement  university announces   via  nwi,NW Indiana   Door County  WI,False,1
Sat Mar 21 00 48 44  0000 2020,Third of students drop out of university due to mental health reasons  report finds  ,Hampshire  UK,False,0
Sat Mar 21 00 48 30  0000 2020,RT  VinceKMorgan  And its a Match  Ill be continuing my medical education as an Orthopaedic Surgery resident at Rush University Medical C,Chicago  IL,False,41
Sat Mar 21 00 47 49  0000 2020,Year 13 students face rushed goodbyes and uncertainty over university as UK schools close  ,Hampshire  UK,False,0
Sat Mar 21 00 47 21  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Washington  DC,False,44
Sat Mar 21 00 47 10  0000 2020,PNW will not have spring commencement  university announces   via  nwi,,False,1
Sat Mar 21 00 47 09  0000 2020,Georgia State University employee tests positive for COVID 19  ,ATL,False,0
Sat Mar 21 00 46 52  0000 2020,RT  Tessa Weinberg  Updated to reflect UNT also announcing that starting Monday  students who choose to leave university housing will be gi,,False,5
Sat Mar 21 00 46 22  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,Malaysia,False,3138
Sat Mar 21 00 46 18  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Guelph  ON,False,44
Sat Mar 21 00 46 14  0000 2020,Tucker Carlson on the coronavirus  impact on higher education   Not enough federal bailout money in the Treasury to  ,Massachusetts,False,0
Sat Mar 21 00 44 27  0000 2020,RT  RhysCorn45  Excited to sign with the University of Pikeville in Kentucky to continue my education and baseball career   upike basebal,,False,12
Sat Mar 21 00 44 11  0000 2020,RT  rachelleingang  If you moved out of ASU s dorms because your semester went online  can you get a refund  That s an  inappropriate  ques,,False,46
Sat Mar 21 00 43 58  0000 2020,Take this free course from Yale University on how to be happier in your daily life   wellbeing  education   ,Vancouver  British Columbia,False,0
Sat Mar 21 00 43 42  0000 2020,RT  Tessa Weinberg  Updated to reflect UNT also announcing that starting Monday  students who choose to leave university housing will be gi, 214 817 512 ,False,5
Sat Mar 21 00 43 23  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Washington  DC,False,44
Sat Mar 21 00 43 06  0000 2020,RT  Tessa Weinberg  Updated to reflect UNT also announcing that starting Monday  students who choose to leave university housing will be gi,,False,5
Sat Mar 21 00 42 54  0000 2020,RT  Tessa Weinberg  Updated to reflect UNT also announcing that starting Monday  students who choose to leave university housing will be gi,Fort Worth  Texas,False,5
Sat Mar 21 00 42 31  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Ottawa  Ontario,False,44
Sat Mar 21 00 42 17  0000 2020,Updated to reflect UNT also announcing that starting Monday  students who choose to leave university housing will b  ,Austin  TX,False,5
Sat Mar 21 00 41 35  0000 2020,RT  mohamme65295555  We  university students  demand the cancellation of the second term  Our health is more important than education  We c,,False,25
Sat Mar 21 00 41 27  0000 2020,Recently talked to a Canadian colleague who was incredulous that grades for university entrance in the UK are based  ,,False,1
Sat Mar 21 00 40 38  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Wonderland,False,44
Sat Mar 21 00 40 13  0000 2020,RT  HFSVpage  Thrilled to announce our newest board member  Mark Madrid  Mark is the CEO of  LBANstrong  a NPO focused on strengthening Ame,Mumbai  India,False,3
Sat Mar 21 00 39 46  0000 2020,RT  j hintzman  A little life update Today I made it official and will be continuing my education beginning this summer term at The Unive,Fort Collins  CO,False,2
Sat Mar 21 00 39 27  0000 2020,RT  pulsecardiac   NikkiGardiner1  AYHLeicester  pulm rehabUHL Great to see  We are doing the same here in Canada  We have opened our enti,Sydney  New South Wales,False,1
Sat Mar 21 00 38 53  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Ontario  Canada,False,44
Sat Mar 21 00 38 33  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Mississauga  Ontario,False,44
Sat Mar 21 00 38 09  0000 2020,RT  trgenovese  Check it   michaelcrow s mask comes off in this interview revealing nothing more than a corporate tycoon who doesn t care a,Tempe  AZ,False,13
Sat Mar 21 00 37 53  0000 2020,RT  ac woods  An ASU student who lives in a dorm and picks the cheapest meal plan pays  5 000 a semester  minimum Here s how the universi,,False,80
Sat Mar 21 00 37 28  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,,False,44
Sat Mar 21 00 37 08  0000 2020,RT  reporterannie  UCF has tapped Mizzou s leader  Alexander Cartwright  to be its next president   Cartwright  chancellor of the Universit,,False,6
Sat Mar 21 00 34 54  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Kenora  Ontario,False,44
Sat Mar 21 00 34 51  0000 2020, Josh2Gud4U How come  Man  am I glad I dropped out of university last year and I don t have to deal with this shit   ,Israel,False,0
Sat Mar 21 00 34 18  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Canada,False,44
Sat Mar 21 00 34 08  0000 2020, TonyPaul1984 Have you looked into this  ,Bloomfield Township  MI,False,0
Sat Mar 21 00 33 43  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Toronto  Ontario,False,44
Sat Mar 21 00 33 35  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,Kingston  Ontario,False,44
Sat Mar 21 00 33 15  0000 2020,RT  RhysCorn45  Excited to sign with the University of Pikeville in Kentucky to continue my education and baseball career   upike basebal,,False,12
Sat Mar 21 00 33 07  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,London  England,False,44
Sat Mar 21 00 32 43  0000 2020,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,,False,44
Sat Mar 21 00 31 56  0000 2020,RT  Mariem83471399  Our health is important than education   We cant go to University or study because of CORONA   We have to stay HOME,,False,29
Sat Mar 21 00 31 43  0000 2020,BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontar  ,Canada,False,44
Sat Mar 21 00 31 36  0000 2020,RT  Noo learning  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,75
Sat Mar 21 00 31 30  0000 2020,RT  alielkadii  We  university students  demand the cancellation of the second term  Our health is more important than education  We come f,,False,40
Sat Mar 21 00 30 53  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,,False,3138
Sat Mar 21 00 29 08  0000 2020,RT  learncanola  Join Chase Duffy on his time travel adventure where he meets Mr  Slovonuk  the first pioneer to bring the rape plant to Ca,Saskatoon  Saskatchewan,False,4
Sat Mar 21 00 28 20  0000 2020,RT  PHCeoJM   Education  JM   The University Council of Jamaica    EduCaribbean  ,Kingston  Jamaica,False,2
Sat Mar 21 00 25 39  0000 2020,RT  PittsburghPG  Pitt gives students option to forgo letter grades  ,Damascus  MD,False,4
Sat Mar 21 00 24 43  0000 2020,RT  toledonews  Fourth year medical students at  UToledo celebrate their residency placements in a virtual ceremony   ,Toledo  OH,False,3
Sat Mar 21 00 24 29  0000 2020,RT  scholasticCDA  Scholastic Education Canada is committed to supporting parents and teachers during  Covid19  We ve made our digital subs,,False,164
Sat Mar 21 00 24 27  0000 2020,RT  dom wall  After much consideration  Id like to announce my commitment to Zoom University to further my education  Thank you to everyo,New Hampshire  USA,False,21254
Sat Mar 21 00 24 08  0000 2020,RT  toledonews  Fourth year medical students at  UToledo celebrate their residency placements in a virtual ceremony   ,Toledo  Ohio 43612,False,3
Sat Mar 21 00 22 46  0000 2020,RT  rachelleingang  If you moved out of ASU s dorms because your semester went online  can you get a refund  That s an  inappropriate  ques,Beaumont  Texas,False,46
Sat Mar 21 00 22 44  0000 2020,RT  Olufemiloye   ogayemilawfirm To check eligibility for Federal Skilled Worker program  six selection factors are used  Language skill, Lord s Blessings ,False,20
Sat Mar 21 00 22 07  0000 2020,RT  LeoTheLeopardNZ  I would like to propose an idea  DCU  Diaper Cuck University  The highest paid staff and only y the best tutors for yo,In the playpin,False,2
Sat Mar 21 00 22 06  0000 2020, krushowy  Sflecce Worst education minister ever   replacelecce  The rest of Canada had disaster plans  Where is Ontario s ,Waterloo  Ontario,False,0
Sat Mar 21 00 19 35  0000 2020,RT  ydsa asu  ASU President Michael Crow calls student requests for refunds a noise level concern  asks are you kidding me about refund,Phoenix  AZ,False,24
Sat Mar 21 00 19 35  0000 2020,RT  Avaya  We re working with hundreds of universities  amp  educational institutions globally  including Florida State University  amp  the Ancona,Southlake  TX,False,13
Sat Mar 21 00 19 00  0000 2020,RT  DawsonLinder  Im excited to announce I will be continuing my education and baseball career at the University of Louisiana Monroe  Than,,False,45
Sat Mar 21 00 18 53  0000 2020,RT  AmiraEs16927311  Mariem  Mariem83471399  Tweeted Our health is important than education   We cant go to University or study because,,False,47
Sat Mar 21 00 18 30  0000 2020,What did Unions give us    via  smedian network Medium  medium  blog  essay  news  politics  government  ,,False,0
Sat Mar 21 00 16 49  0000 2020,RT  DawsonLinder  Im excited to announce I will be continuing my education and baseball career at the University of Louisiana Monroe  Than,Lincoln  NE ,False,45
Sat Mar 21 00 16 44  0000 2020,Fourth year medical students at  UToledo celebrate their residency placements in a virtual ceremony   ,Toledo  OH,False,3
Sat Mar 21 00 15 58  0000 2020,RT  LRitch27  Im honored and excited to announce my commitment to further my education and hockey career at St  Lawrence University  Thank,,False,60
Sat Mar 21 00 15 45  0000 2020,RT  housingFAU  Attention residential students  please check your FAU e mail for NEW information regarding housing and residential educatio,Boca Raton  FL,False,1
Sat Mar 21 00 15 02  0000 2020,Enjoys  learning in the most  professional  modern and fully  equipped  classrooms that any  campus can offer  Get  ,Australia,False,0
Sat Mar 21 00 14 26  0000 2020,RT  Mariem83471399  Our health is important than education   We cant go to University or study because of CORONA   We have to stay HOME,,False,29
Sat Mar 21 00 14 18  0000 2020,RT  AmiraEs16927311  Mariem  Mariem83471399  Tweeted Our health is important than education   We cant go to University or study because,,False,47
Sat Mar 21 00 13 56  0000 2020,RT  trgenovese  Check it   michaelcrow s mask comes off in this interview revealing nothing more than a corporate tycoon who doesn t care a,Tempe  AZ,False,13
Sat Mar 21 00 13 38  0000 2020,Mariem  Mariem83471399  Tweeted Our health is important than education   We cant go to University or study becau  ,,False,47
Sat Mar 21 00 13 34  0000 2020,RT  ydsa asu  ASU President Michael Crow calls student requests for refunds a noise level concern  asks are you kidding me about refund,Tempe  AZ,False,24
Sat Mar 21 00 12 22  0000 2020,RT  mckay fran  Any pupils  students currently at home and tackling big pieces of work  the brilliant Derby University Skills Team invited,Derby  England,False,6
Sat Mar 21 00 12 18  0000 2020,RT  AHMED48  We  university students  demand the cancellation of the second term  Our health is more important than education  We come fro,,False,481
Sat Mar 21 00 12 13  0000 2020,RT  argieeeeee  For all my people on here   So as of today  I will no longer be attending Belmont University but as I was once told by a,California,False,2
Sat Mar 21 00 11 01  0000 2020,RT  scholasticCDA  Scholastic Education Canada is committed to supporting parents and teachers during  Covid19  We ve made our digital subs,St  Catharines  Ontario,False,164
